name,author,press,year,price,score,num,quote
送你一颗子弹,刘瑜, 上海三联书店 , 2010, 25.00,8.6,124504,在这本书里，被“审视”的东西杂七杂八
万水千山走遍,三毛, 哈尔滨出版社 , 2003, 13.80,8.8,32737,从遥远的撒哈拉到敦煌戈壁
浮生六记,（清）沈复, 人民文学出版社 , 1999, 5.70,8.8,40874,苟不记之笔墨，未免有辜彼苍之厚
目送,龙应台, 生活·读书·新知三联书店 , 2009, 39.00,8.6,179677,不必追
亲爱的安德烈,龙应台, 人民文学出版社 , 2008, 26.00,8.6,99414,弭平代沟，跨越文化阻隔
情书,[日] 岩井俊二, 天津人民出版社 , 2004, 18.00,8.6,83605,一场同名同姓的误会，两段可贵的爱情
"野火集

                
                   : 二十年纪念版",龙应台, 文汇出版社 , 2005, 25.00,8.8,29166,中国人，你为什么不生气
"昨日的世界

                
                   : 一个欧洲人的回忆",[奥] 斯蒂芬·茨威格, 广西师范大学出版社 , 2004, 32.00,9.2,9226,一个高贵而残破的昨日镜像
球状闪电,刘慈欣, 四川科学技术出版社 , 2005, 22.00,8.7,50866,量子之外，没有真相
经济学原理（上下）,[美] 曼昆, 机械工业出版社 , 2003, 88.00,9.1,14244,经济学家们的世界观
倾城之恋,张爱玲, 北京十月文艺出版社 , 2006, 29.80,8.7,33892,“一对平凡的夫妻”之间的“一点真心”
孽子,白先勇, 广西师范大学出版社 , 2010.10 , 46.00,9.1,13775,写给那一群， 在最深最深的黑夜里， 独自彷徨街头， 无所依归的孩子们
绿毛水怪,王小波, 时代文艺出版社 , 2009, 30.00,9.0,13973,我们好象在池塘的水底，从一个月亮走向另一个月亮
"离开的，留下的

                
                   : 那不勒斯四部曲-03",[意] 埃莱娜·费兰特, 人民文学出版社 , 2017, 62.00,8.7,29917,探索中年的虚无、困惑、野心和近乎残暴的爱
"不能承受的生命之轻

                
                   : 中文全译本百万纪念版",米兰·昆德拉, 上海译文出版社 , 2010, 29.00,8.8,27791,无
解忧杂货店,[日] 东野圭吾, 南海出版公司 , 2014, 39.50,8.5,622205,现代人内心流失的东西，这家杂货店能帮你找回
亮剑,都梁, 解放军文艺出版社 , 2005, 28.00,8.9,18438,面对强大的对手，明知不敌，也要毅然亮剑
银河系漫游指南,[英] 道格拉斯·亚当斯, 四川科学技术出版社 , 2005, 16.00,8.8,17097,一场穿越银河的冒险
面纱,(英)W.萨默塞特·毛姆, 重庆 , 2012, 32.00,8.7,38681,揭去生活的面纱
古文观止,吴楚材, 1987-1-1 , 21.00元,0,9.1,12836,收录自先秦至明末的散文二百二十二篇
温柔的夜,三毛, 北京十月文艺出版社 , 2007, 28.00,9.1,14109,三毛在加纳利群岛的生活
"渴望生活

                
                   : 梵高传",[美] 欧文·斯通, 北京十月文艺出版社 , 2008, 29.80,9.2,8786,梵高悲惨而成就辉煌的人生
"激荡三十年

                
                   : 中国企业1978-2008（珍藏图文版）",吴晓波, 中信出版社 , 2008, 32.00,8.6,9615,中国企业1978—2008
"麦琪的礼物

                
                   : 欧·亨利短篇小说经典",[美] 欧·亨利, 上海社会科学院出版社 , 2003, 25.00,8.6,55664,日常的奇迹
我的阿勒泰,李娟, 云南人民出版社 , 2010, 22.00,8.8,16989,描写疆北阿勒泰地区生活和风情的原生态散文集
"枪炮、病菌与钢铁

                
                   : 人类社会的命运",[美] 贾雷德·戴蒙德, 上海世纪出版集团 , 2006, 45.00,8.7,29708,人类社会的命运
阿勒泰的角落,李娟, 万卷出版公司 , 2010, 25.00,9.1,10795,白雪和阳光，青草和白桦林
半生缘,张爱玲, 北京十月文艺出版社 , 2006, 28.00,8.6,67324,世钧，我们回不去了
尼罗河上的惨案,[英] 阿加莎·克里斯蒂, 人民文学出版社 , 2006, 22.00,8.7,34501,阿加莎·克里斯蒂代表作
万物有灵且美,[英] 吉米·哈利, 中国城市出版社 , 2010, 28.80,8.8,17791,活泼的生命完全无须借助魔法，便能对我们述说至美至真的故事
"民主的细节

                
                   : 美国当代政治观察随笔",刘瑜, 上海三联书店 , 2009, 25.00,8.6,68105,公民养成手册
"总统是靠不住的

                
                   : 近距离看美国之二",林达, 生活·读书·新知三联书店 , 2004, 21.80,8.8,16991,美国政治法律制度的基本原理和操作细节
最好的我们,八月长安, 湖南文艺出版社 , 2013, 55,8.7,53263,耿耿余淮
"全球通史

                
                   : 从史前史到21世纪",(美) 斯塔夫里阿诺斯, 北京大学出版社 , 2012, 168.00,9.1,8875,从史前史到21世纪
献给阿尔吉侬的花束,[美] 丹尼尔·凯斯, 广西师范大学出版社 , 2015, 36.00,9.0,14046,当声称能改造智能的科学实验选中心智障碍主角
"社会心理学

                
                   : （第8版）",[美] 戴维·迈尔斯, 人民邮电出版社 , 2006, 68.00,9.0,16503,人们是如何思索、影响他人并与他人建立联系的
"天朝的崩溃

                
                   : 鸦片战争再研究",茅海建, 生活·读书·新知三联书店 , 2005, 32.00,9.1,9991,鸦片战争再研究
"德米安

                
                   : 埃米尔·辛克莱的彷徨少年时",[德] 赫尔曼·黑塞, 上海人民出版社 , 2009, 25.00,9.0,13812,少年辛克莱寻找通向自身之路的艰辛历程
四世同堂,老舍, 北京十月文艺出版社 , 2008, 36.00,9.3,13168,北平沦陷时代广大平民的悲惨遭遇
荆棘鸟,[澳] 考琳·麦卡洛, 译林出版社 , 1998, 28.00,8.6,43836,澳洲乱世情
霸王别姬,李碧华, 人民文学出版社 , 1999, 10.20,9.1,11483,人间，只是抹去了脂粉的脸
小径分岔的花园,[阿根廷] 豪·路·博尔赫斯, 上海译文出版社 , 2015, 23.00,8.9,14417,一个谜语，谜底正是时间
罗生门,[日]芥川龙之介, 上海译文出版社 , 2008, 12.00,8.7,44307,人生，远比地狱更像地狱
"我不知道该说什么，关于死亡还是爱情

                
                   : 来自切尔诺贝利的声音",S.A.阿列克谢耶维奇, 花城出版社,铁葫芦图书 , 2014-6-15 ,9.0,13185,真实记录切尔诺贝利核灾难事件
上学记,何兆武 口述, 生活·读书·新知三联书店 , 2006, 19.80,8.9,11881,20世纪中国知识分子的心灵史
倚天屠龙记(共四册),金庸, 三联书店 , 1999, 47.00,8.6,47484,不识张郎是张郎
"此生未完成

                
                   : 一个母亲、妻子、女儿的生命日记",于娟, 湖南科技出版社 , 2011, 26.00,8.9,15339,一个母亲、妻子、女儿的生命日记
顾城的诗,顾城, 人民文学出版社 , 1998, 20.00,8.8,17588,火焰是我们诗歌唯一的读者
